Member_number,Date,itemDescription
1601,2014-08-09,"butter, frozen vegetables"
1601,2015-12-02,"beef, soda"
1601,2015-12-09,"whole milk, root vegetables"
1602,2014-03-15,"yogurt, pip fruit"
1602,2014-05-29,"pip fruit, fruit/vegetable juice"
1602,2014-08-02,"ice cream, beef"
1602,2014-09-30,"root vegetables, butter"
1602,2014-12-17,"other vegetables, whipped/sour cream"
1602,2015-08-04,"sausage, whole milk"
1602,2015-08-29,"citrus fruit, beef"
1603,2014-03-16,"flour, sugar"
1603,2015-07-13,"canned beer, whole milk"
1603,2015-07-23,"canned beer, white bread"
1603,2015-09-07,"whole milk, frankfurter, domestic eggs, flour"
1603,2015-09-30,"frozen meals, chicken, whipped/sour cream, whole milk, bottled beer"
1604,2014-02-03,"rolls/buns, specialty bar"
1604,2015-08-18,"sausage, margarine"
1604,2015-11-04,"pip fruit, rum"
1604,2015-11-11,"tropical fruit, fruit/vegetable juice"
1605,2014-03-02,"soda, fruit/vegetable juice"
1605,2014-08-17,"white wine, rolls/buns"
1605,2014-11-13,"other vegetables, canned beer, whole milk"
1605,2015-06-18,"yogurt, citrus fruit"
1605,2015-07-06,"sausage, seasonal products"
1606,2014-01-12,"dog food, canned beer"
1606,2014-08-05,"butter, red/blush wine"
1606,2015-03-10,"ham, bottled beer"
1606,2015-11-11,"frankfurter, other vegetables"
1607,2014-10-05,"other vegetables, onions"
1607,2014-10-12,"margarine, shopping bags, pickled vegetables, rolls/buns"
1608,2014-01-14,"fruit/vegetable juice, ice cream"
1608,2014-07-26,"napkins, pastry, whole milk"
1608,2015-02-21,"frankfurter, hamburger meat"
1608,2015-08-06,"whole milk, red/blush wine, shopping bags, cream cheese , canned beer"
1608,2015-11-10,"tropical fruit, frozen vegetables, whole milk, snack products"
1608,2015-11-13,"root vegetables, citrus fruit"
1609,2014-03-05,"whole milk, fruit/vegetable juice"
1609,2014-07-02,"soft cheese, napkins"
1609,2014-07-07,"pickled vegetables, butter"
1609,2014-12-21,"other vegetables, sugar"
1609,2015-05-03,"other vegetables, napkins, white wine"
1609,2015-12-17,"rolls/buns, soda, chocolate"
1610,2014-12-23,"bottled beer, pastry, cream cheese "
1610,2015-05-26,"yogurt, root vegetables, oil"
1611,2014-03-18,"sausage, yogurt"
1611,2015-02-26,"liver loaf, frozen meals, yogurt, domestic eggs, flower (seeds), coffee"
1611,2015-04-04,"bottled beer, other vegetables"
1612,2014-10-08,"butter, soda, oil"
1612,2014-11-19,"sausage, whole milk"
1612,2014-11-26,"frozen meals, canned vegetables"
1612,2014-12-25,"yogurt, citrus fruit, ice cream, soups"
1612,2015-03-05,"canned beer, rolls/buns, softener"
1612,2015-11-06,"bottled water, frozen vegetables"
1613,2014-01-17,"tropical fruit, pastry"
1613,2014-08-02,"whole milk, butter"
1613,2014-11-19,"other vegetables, salt"
1613,2015-04-06,"turkey, whipped/sour cream"
1613,2015-08-03,"white wine, canned vegetables, flour"
1613,2015-08-08,"soda, cream cheese "
1613,2015-08-25,"yogurt, cookware"
1614,2015-02-03,"bottled beer, whole milk"
1614,2015-10-21,"specialty cheese, napkins"
1615,2014-06-07,"herbs, white bread, curd cheese"
1615,2014-11-30,"white bread, bottled water"
1615,2015-01-25,"sausage, beverages"
1615,2015-12-03,"yogurt, herbs, pastry, whipped/sour cream, canned fish"
1616,2014-04-01,"frankfurter, prosecco"
1616,2014-05-03,"margarine, whole milk, berries"
1616,2014-11-07,"whole milk, pastry"
1616,2014-12-06,"whole milk, frozen meals"
1616,2015-01-19,"ham, coffee"
1616,2015-12-08,"whole milk, pip fruit"
1617,2014-02-07,"sauces, frozen meals"
1617,2014-07-20,"sugar, dish cleaner"
1617,2015-02-10,"rolls/buns, dessert"
1617,2015-03-30,"oil, soda, waffles"
1618,2014-04-03,"canned fruit, whole milk"
1618,2014-04-08,"hamburger meat, candy, napkins"
1618,2014-05-14,"root vegetables, whipped/sour cream"
1618,2014-07-13,"bottled beer, sugar, popcorn"
1618,2014-10-30,"whole milk, napkins"
1618,2014-11-17,"cream cheese , mustard"
1618,2015-08-02,"chicken, whole milk"
1619,2014-07-20,"dessert, napkins, long life bakery product"
1619,2014-09-21,"root vegetables, waffles, whipped/sour cream"
1619,2015-03-04,"beef, jam, flower (seeds)"
1619,2015-10-29,"whole milk, root vegetables"
1620,2014-02-27,"bottled water, sparkling wine"
1620,2014-04-19,"whole milk, yogurt"
1620,2014-07-21,"frozen meals, cream cheese "
1620,2015-03-22,"tropical fruit, frozen dessert, napkins"
1620,2015-08-20,"chicken, yogurt"
1621,2014-02-13,"beef, waffles, detergent, shopping bags"
1621,2014-06-18,"other vegetables, soda"
1621,2014-06-21,"bottled beer, yogurt, butter milk"
1621,2014-08-28,"sugar, butter milk, photo/film"
1621,2015-02-20,"ham, canned fruit"
1622,2014-05-17,"misc. beverages, shopping bags"
1622,2014-06-24,"whole milk, salty snack"
1622,2015-02-12,"canned beer, tropical fruit, margarine"
1622,2015-03-11,"meat, rolls/buns, soda"
1623,2014-01-12,soda
1623,2014-12-07,"canned fish, rolls/buns"
1623,2015-01-18,"frozen meals, ham, specialty chocolate, roll products "
1623,2015-03-01,"citrus fruit, pastry"
1623,2015-11-02,"frankfurter, chocolate"
1624,2014-08-18,"other vegetables, beverages"
1624,2015-02-04,"rolls/buns, whole milk, napkins, fruit/vegetable juice, mustard"
1624,2015-12-22,"red/blush wine, berries"
1625,2014-01-10,"pot plants, bottled water, yogurt"
1625,2014-05-21,"sausage, butter"
1625,2014-09-02,"meat, butter milk"
1625,2014-09-08,"zwieback, rice"
1625,2014-12-24,"frozen meals, jam"
1625,2015-10-08,"other vegetables, packaged fruit/vegetables"
1625,2015-11-27,"packaged fruit/vegetables, rolls/buns, root vegetables, napkins, soft cheese"
1626,2015-02-18,"pastry, chewing gum"
1627,2014-08-11,"rolls/buns, hygiene articles, fruit/vegetable juice"
1627,2015-02-11,"root vegetables, pip fruit, other vegetables, canned beer"
1627,2015-04-11,"rolls/buns, pastry"
1628,2014-02-10,"whole milk, margarine, soda, softener"
1628,2014-06-20,"fruit/vegetable juice, cream cheese "
1628,2014-10-25,"pastry, whole milk"
1628,2014-11-13,"hamburger meat, white bread"
1628,2015-02-05,"chicken, yogurt"
1628,2015-11-19,"soda, pastry, bottled water"
1629,2014-07-22,"yogurt, whole milk"
1629,2015-05-17,"citrus fruit, ham"
1629,2015-06-08,"frozen dessert, tropical fruit"
1630,2014-10-22,"whole milk, rolls/buns"
1630,2015-05-22,"semi-finished bread, tropical fruit"
1631,2015-02-05,"domestic eggs, mayonnaise, coffee"
1631,2015-08-14,"tropical fruit, herbs"
1632,2014-02-16,"brown bread, shopping bags, soda"
1632,2014-05-29,"root vegetables, newspapers"
1632,2014-05-30,"misc. beverages, white bread"
1632,2015-05-29,"house keeping products, whole milk"
1632,2015-08-27,"chicken, napkins, soda"
1632,2015-12-15,"onions, rolls/buns"
1633,2014-07-05,"ready soups, shopping bags"
1633,2015-08-09,"condensed milk, pork, whole milk, pastry"
1634,2014-02-10,"fruit/vegetable juice, herbs"
1634,2014-09-16,"chicken, soda"
1634,2015-01-16,"brown bread, yogurt"
1634,2015-02-09,"whole milk, other vegetables, yogurt, newspapers, bottled water, pet care"
1634,2015-05-28,"rolls/buns, bottled water, whole milk"
1634,2015-12-03,"bottled water, frankfurter, curd, butter milk"
1635,2014-11-17,"chocolate, white bread"
1635,2014-12-20,"whole milk, shopping bags"
1635,2015-11-25,"butter, citrus fruit"
1636,2014-05-20,"root vegetables, napkins"
1636,2014-07-09,"white bread, hygiene articles"
1636,2014-08-08,"other vegetables, liquor (appetizer)"
1636,2015-05-04,"other vegetables, whole milk"
1636,2015-09-19,"rolls/buns, bottled beer"
1636,2015-12-05,"berries, other vegetables"
1638,2014-08-14,"prosecco, chewing gum"
1638,2015-03-12,"whole milk, hard cheese, candles, bottled beer, shopping bags, jam"
1639,2014-08-21,"long life bakery product, chocolate"
1639,2014-08-23,"ham, female sanitary products"
1639,2015-10-10,"frankfurter, tropical fruit, mustard"
1640,2014-03-03,"butter milk, oil"
1640,2014-03-08,"root vegetables, newspapers"
1641,2014-02-09,"cream cheese , pastry"
1641,2014-08-11,"bottled beer, hygiene articles"
1641,2014-08-17,"other vegetables, candy"
1641,2015-05-27,"pip fruit, canned beer, pork, white bread"
1641,2015-06-23,"UHT-milk, whipped/sour cream"
1642,2014-09-28,"bottled water, yogurt"
1643,2014-04-12,"whole milk, soda"
1643,2015-04-28,"yogurt, rolls/buns"
1644,2014-02-28,"citrus fruit, specialty cheese"
1644,2014-07-13,"salty snack, brown bread, napkins"
1645,2014-01-26,"hygiene articles, pastry"
1645,2014-10-05,"whole milk, waffles"
1646,2014-03-14,"butter, newspapers"
1646,2014-06-17,"white bread, frozen vegetables"
1646,2014-07-21,"shopping bags, hygiene articles"
1646,2014-11-15,"beverages, sparkling wine"
1646,2015-06-19,"chewing gum, ham"
1646,2015-08-15,"butter milk, sliced cheese, rolls/buns"
1646,2015-08-28,"soda, frankfurter, butter, whole milk"
1647,2014-02-22,"other vegetables, whipped/sour cream, salty snack"
1647,2014-11-20,"specialty chocolate, flour"
1647,2015-12-20,"yogurt, specialty cheese"
1648,2014-02-13,"newspapers, red/blush wine"
1648,2014-10-31,"grapes, whole milk"
1648,2015-02-27,"sausage, rolls/buns"
1648,2015-05-01,"pork, pastry"
1649,2014-07-29,"pork, condensed milk"
1649,2014-11-24,"rolls/buns, yogurt, newspapers"
1649,2015-05-16,"pork, rolls/buns, other vegetables"
1649,2015-05-26,"pip fruit, salty snack, yogurt"
1649,2015-06-25,"tropical fruit, white wine, bottled beer"
1649,2015-06-30,"bottled water, berries"
1649,2015-11-29,"curd, frozen meals"
1650,2014-01-20,"coffee, detergent, rolls/buns, pasta"
1650,2014-06-27,"cream cheese , misc. beverages"
1651,2014-02-04,"hygiene articles, tea"
1651,2014-03-23,"frozen vegetables, dishes, soda, domestic eggs"
1651,2014-08-20,"cat food, canned vegetables"
1651,2015-02-22,"hamburger meat, bottled water"
1651,2015-05-06,"tropical fruit, other vegetables"
1651,2015-07-28,"beef, chicken"
1651,2015-12-17,"tropical fruit, whole milk"
1652,2014-03-15,"root vegetables, pastry"
1652,2014-05-05,"newspapers, yogurt, semi-finished bread"
1652,2014-06-19,"beef, curd"
1652,2014-12-06,"bottled beer, canned beer, fruit/vegetable juice"
1652,2015-03-17,"other vegetables, citrus fruit"
1653,2014-04-23,"hamburger meat, pastry, flour"
1653,2014-05-29,"whole milk, long life bakery product, margarine"
1653,2014-07-18,"chicken, herbs, frozen meals"
1653,2014-12-20,"citrus fruit, rolls/buns, canned fish"
1653,2014-12-27,"newspapers, cream cheese , long life bakery product"
1653,2015-12-07,"pip fruit, frozen vegetables, butter milk"
1654,2014-04-06,"whole milk, frozen dessert"
1654,2014-06-07,"whole milk, other vegetables"
1654,2014-08-10,"cream cheese , female sanitary products"
1654,2014-09-08,"whole milk, butter"
1654,2014-11-26,"pip fruit, other vegetables"
1654,2015-03-25,"whisky, shopping bags, rum"
1654,2015-04-29,"dish cleaner, rolls/buns, frozen potato products, frozen vegetables"
1654,2015-09-28,"cream cheese , rolls/buns"
1654,2015-11-09,"frozen dessert, beef, citrus fruit, root vegetables"
1655,2014-01-12,"bottled water, rolls/buns"
1655,2014-06-21,"brown bread, frozen fish"
1655,2014-11-04,"pip fruit, white wine, chocolate"
1655,2015-11-20,"sausage, whole milk"
1656,2015-02-14,"ham, rolls/buns"
1656,2015-07-07,"tropical fruit, dessert, white bread, bottled water"
1656,2015-08-13,"hard cheese, bottled beer, whole milk, liquor (appetizer)"
1656,2015-10-30,"specialty cheese, sliced cheese"
1657,2014-03-04,"frozen potato products, rolls/buns"
1657,2014-04-29,frozen meals
1657,2014-05-12,"other vegetables, whole milk"
1658,2014-01-03,"citrus fruit, flour"
1658,2014-06-26,"pork, coffee, margarine"
1658,2014-08-09,"newspapers, soda, female sanitary products"
1658,2015-06-15,"beef, butter"
1658,2015-09-03,"sausage, dish cleaner"
1659,2014-01-01,"specialty chocolate, frozen vegetables"
1659,2014-07-05,"dishes, yogurt"
1659,2014-12-25,"brown bread, frozen dessert"
1659,2015-03-10,"yogurt, tropical fruit"
1659,2015-03-25,"chewing gum, other vegetables, specialty bar"
1659,2015-08-07,"frankfurter, bottled water"
1659,2015-11-30,"coffee, whole milk"
1660,2014-04-03,"packaged fruit/vegetables, other vegetables"
1660,2014-06-15,"misc. beverages, sliced cheese, domestic eggs"
1660,2015-07-26,"beef, specialty chocolate"
1661,2014-01-21,"pip fruit, tidbits"
1661,2014-03-02,"root vegetables, salty snack, whipped/sour cream"
1661,2014-07-21,"dessert, mustard, white bread"
1661,2014-08-29,"tropical fruit, frozen fruits"
1661,2015-06-01,"packaged fruit/vegetables, root vegetables, sliced cheese, pip fruit"
1661,2015-11-08,"pip fruit, white wine, shopping bags"
1662,2014-01-27,"rolls/buns, sugar, fruit/vegetable juice"
1662,2015-06-12,"beef, bottled water"
1663,2014-02-24,"yogurt, soft cheese, herbs, rolls/buns"
1663,2015-02-07,"rolls/buns, onions, butter, whole milk"
1663,2015-05-19,"pork, yogurt"
1663,2015-11-11,tropical fruit
1664,2014-10-01,"rolls/buns, misc. beverages, soda"
1664,2014-10-06,"pork, sugar"
1664,2015-04-01,"whole milk, frankfurter, curd, canned vegetables"
1665,2014-08-20,"curd cheese, canned beer"
1665,2015-04-11,"whole milk, UHT-milk"
1665,2015-11-29,"other vegetables, soda"
1666,2014-05-13,"pip fruit, flower (seeds)"
1666,2015-04-15,"sausage, long life bakery product"
1667,2015-01-12,"beef, onions"
1668,2014-07-25,"turkey, bottled water"
1668,2015-03-14,"herbs, curd"
1668,2015-05-05,"chicken, rolls/buns, pip fruit, pastry, frozen meals"
1668,2015-08-21,"citrus fruit, female sanitary products"
1669,2015-08-19,"soda, sausage, root vegetables, pork, whole milk, vinegar, other vegetables, domestic eggs, shopping bags"
1670,2015-05-17,"ice cream, citrus fruit, soda"
1670,2015-06-30,"chicken, pork, newspapers"
1670,2015-11-22,"fish, pickled vegetables, hard cheese"
1672,2014-01-26,"sausage, white bread"
1672,2015-02-05,"pip fruit, brandy"
1672,2015-10-07,"whole milk, yogurt"
1673,2014-04-08,"citrus fruit, grapes"
1674,2014-06-07,"detergent, tropical fruit, soda, margarine"
1674,2014-06-30,"chicken, ice cream, bottled water"
1674,2015-04-02,"zwieback, shopping bags, kitchen towels"
1674,2015-12-04,"sausage, beverages"
1676,2014-03-29,"root vegetables, soda"
1676,2014-05-15,"other vegetables, misc. beverages"
1676,2014-11-11,"other vegetables, tropical fruit"
1676,2015-10-11,"citrus fruit, whole milk, fruit/vegetable juice, dishes"
1677,2014-02-21,"hamburger meat, rolls/buns"
1677,2014-07-24,"citrus fruit, onions"
1677,2014-08-24,"yogurt, seasonal products"
1677,2015-02-21,"liver loaf, specialty chocolate"
1677,2015-12-09,"tropical fruit, pip fruit, prosecco"
1678,2015-08-01,"ham, onions"
1678,2015-08-23,"bottled water, whole milk"
1678,2015-09-14,"pork, frozen dessert"
1678,2015-11-14,"citrus fruit, canned beer"
1679,2014-08-19,"rolls/buns, brown bread, whipped/sour cream"
1679,2014-10-23,"rolls/buns, cake bar"
1679,2015-06-24,"other vegetables, frozen vegetables, rolls/buns"
1679,2015-12-08,"whole milk, rolls/buns, salty snack"
1680,2014-05-15,"pet care, dog food"
1680,2014-09-09,"fruit/vegetable juice, beverages"
1680,2014-12-10,"specialty bar, soda"
1681,2014-04-20,"butter, soda"
1681,2014-07-06,"pip fruit, popcorn, rolls/buns, bottled water"
1682,2014-01-18,"other vegetables, newspapers"
1682,2014-04-27,"liquor, fruit/vegetable juice"
1682,2014-07-05,"citrus fruit, dessert"
1682,2014-09-09,"other vegetables, newspapers"
1682,2014-09-10,"yogurt, berries"
1682,2015-06-25,"pip fruit, whipped/sour cream, shopping bags, domestic eggs, soda, cake bar, frozen meals"
1682,2015-11-01,"canned beer, seasonal products"
1683,2015-05-26,"root vegetables, turkey, bottled water"
1683,2015-08-20,"whole milk, pip fruit"
1684,2014-02-17,"white wine, curd"
1684,2014-02-26,"canned beer, white bread"
1684,2015-01-03,"whole milk, coffee, oil"
1685,2014-06-03,"soda, bottled water"
1685,2014-10-18,"whole milk, waffles"
1685,2015-03-30,"beverages, pickled vegetables"
1685,2015-08-18,"other vegetables, whole milk"
1686,2014-04-12,"whole milk, candles"
1686,2014-05-05,"pork, root vegetables"
1686,2014-05-15,"brown bread, canned beer"
1687,2014-02-24,"sausage, curd"
1687,2014-05-21,"domestic eggs, UHT-milk"
1687,2014-06-24,"specialty bar, other vegetables, misc. beverages"
1687,2014-07-31,"chicken, house keeping products"
1687,2014-10-17,"coffee, pastry"
1688,2015-11-10,"finished products, root vegetables"
1689,2014-09-19,"beef, pastry, whole milk"
1689,2014-12-09,"rolls/buns, cake bar"
1690,2014-03-10,"citrus fruit, yogurt"
1690,2014-03-13,"frankfurter, soda"
1690,2014-05-09,"newspapers, whipped/sour cream, bottled water, curd cheese"
1690,2014-05-30,"brown bread, rolls/buns"
1690,2015-03-03,"sausage, frozen vegetables, pastry"
1690,2015-08-21,"sugar, curd"
1692,2014-05-04,"other vegetables, sugar, oil"
1692,2014-06-12,"chewing gum, cake bar"
1692,2014-07-26,"dessert, fruit/vegetable juice, napkins"
1692,2014-11-11,"canned beer, ready soups"
1692,2015-05-08,"citrus fruit, chicken"
1692,2015-06-28,"whole milk, soda, other vegetables"
1693,2014-02-09,"UHT-milk, other vegetables, cream cheese , rolls/buns"
1693,2014-05-30,"cream cheese , canned beer, waffles"
1693,2015-09-05,"spread cheese, specialty chocolate, sugar"
1693,2015-12-27,"onions, pastry"
1694,2014-07-27,"rolls/buns, butter"
1694,2014-10-01,"tropical fruit, dessert, rolls/buns, long life bakery product"
1695,2015-02-04,"meat, rolls/buns"
1696,2014-06-17,"cream cheese , yogurt"
1696,2014-08-23,"domestic eggs, root vegetables"
1696,2014-09-06,"whole milk, coffee"
1696,2015-03-01,"newspapers, whole milk, chewing gum"
1696,2015-03-02,"root vegetables, rolls/buns"
1696,2015-10-04,"tropical fruit, mustard"
1697,2014-01-22,"sausage, butter"
1697,2014-06-15,"pip fruit, other vegetables"
1697,2015-02-23,"tropical fruit, other vegetables"
1697,2015-05-21,"misc. beverages, rolls/buns, frozen vegetables, beverages, condensed milk"
1697,2015-05-29,"root vegetables, kitchen towels"
1697,2015-11-17,"dish cleaner, soda"
1698,2014-01-17,yogurt
1698,2015-06-26,"other vegetables, citrus fruit, pork, shopping bags"
1698,2015-07-22,"other vegetables, yogurt, brown bread"
1699,2014-01-25,"liquor (appetizer), hygiene articles"
1699,2015-05-14,"citrus fruit, pip fruit"
1699,2015-07-07,"canned vegetables, chicken, rolls/buns"
1699,2015-09-25,"onions, margarine, sweet spreads"
1700,2014-11-05,"pip fruit, shopping bags"
1700,2015-10-30,other vegetables
1701,2015-05-17,"canned beer, photo/film"
1702,2014-01-12,"yogurt, pip fruit"
1702,2014-02-26,"other vegetables, waffles"
1702,2014-05-05,"pastry, whipped/sour cream, decalcifier"
1702,2014-05-13,"pork, yogurt, margarine"
1702,2015-01-14,"whole milk, bottled beer"
1703,2014-08-02,"whole milk, newspapers, frozen vegetables"
1703,2015-02-15,"misc. beverages, bottled water, mustard"
1703,2015-02-21,"pork, waffles, tropical fruit, canned beer, whipped/sour cream, newspapers, cream cheese "
